,job_link,job_skills
49,https://www.linkedin.com/jobs/view/public-defender-assistant-grade-i-at-monroe-county-3685108891,"Legal representation, Family law, Child welfare, Family regulation, Advocacy, Case management, Communication, Racial diversity, Equity, Inclusion, Antiracism, Collaboration, Fluency in Spanish"
50,https://www.linkedin.com/jobs/view/host-hostess-at-memorial-health-3793272871,"Customer service, Communication, Reading comprehension, Active listening, Problem solving, Accuracy, Speed, Attention to detail, Ability to work in a fastpaced environment, Ability to work shifts, Ability to lift and carry heavy objects, Ability to withstand heat and steam, Ability to use detergents, Ability to work under stress, Ability to adapt to changing conditions, Ability to comprehend and follow written and verbal instructions, Ability to communicate effectively in English, Knowledge of food safety and sanitation practices, Knowledge of hospital policies and procedures, Ability to work well in a team, Ability to maintain composure in difficult situations, Ability to meet deadlines, Ability to work independently, Ability to use a computer"
51,https://uk.linkedin.com/jobs/view/rehabilitation-assistant-band-3-at-gloucestershire-health-and-care-nhs-foundation-trust-3788985296,"Patient care, Rehabilitation, Occupational therapy, Physical therapy, Communication skills, Teamwork, IT skills, Medical records, Equipment ordering, Administrative duties"
52,https://www.linkedin.com/jobs/view/part-time-assistant-manager-at-cinemark-3581254763,"Management Foundations, Annual Certifications, MAP Core, Safe Alcohol Service training, Food handling training, Cash handling, Basic math skills, Communication (verbal and written), Leadership, Teamwork, Time management, Organizational skills, Attention to detail, Conflict resolution, Customer service, Cleaning, Safety, Sanitation, Physical fitness, Lifting, Standing, Walking, Reaching, Noise tolerance"
53,https://www.linkedin.com/jobs/view/lead-sales-associate-pt-at-dollar-general-3580099338,"Cashier, Stocker, Retail Operations, Customer Service, Unloading Trucks, IBM Cash Register, Planogram Implementation, Inventory Management, Retail Security, Cash Handling, Mathematical Calculations, Safety Policies, Communication Skills, High School Diploma, Supervisory Experience"
54,https://www.linkedin.com/jobs/view/lead-sales-associate-ft-at-dollar-general-3683050225,"Customer service, Cash register operation, Stocking and recovering merchandise, Cleaning, Planogram implementation and maintenance, Safety policies and practices, Planogram and merchandise presentation guides, Mathematical calculations, Cash handling procedures, Cashier accountability, Deposit control, High school diploma, Supervisory experience, Walking, Standing, Bending, Stooping, Kneeling, Lifting, Climbing, Fastpaced environment, Noise level, Weather conditions, Driving, Transportation"
55,https://www.linkedin.com/jobs/view/gastroenterologist-at-gi-alliance-3804307103,"Gastroenterologist, Endoscopic Ultrasound (EUS), GIEndoscopy, Gastroenterology"
56,https://www.linkedin.com/jobs/view/anesthesiologist-at-health-ecareers-3800368309,"Anesthesiology, Anesthesia, Perioperative Medicine, Hospital, Medical, Healthcare"
57,https://www.linkedin.com/jobs/view/sales-associate-westfarms-shopping-mall-at-untuckit-3785577793,"Sales associate experience, Customer service skills, Knowledge of UNTUCKit products, Ability to create a fun and relaxed shopping environment, Ability to maintain a tidy sales floor and stockroom, Ability to juggle multiple customers, Teamwork, Ability to provide customer feedback and observations, Ability to work a flexible schedule, Ability to work alone and open/close the store, Proficiency in Apple technology, Proficiency in Omnichannel POS systems, Strong communication and interpersonal skills, Customer service focus, High school degree, Paid time off, Life insurance, Family leave, Short term & long term disability, Training & development, Wellness resources"
58,https://www.linkedin.com/jobs/view/sr-pipeline-technician-beaver-ok-at-northern-natural-gas-3742778928,"Programmable Logic Controllers (PLCs), Human Machine Interfaces (HMIs), Motor Control Centers (MCCs), Power Distribution, Pneumatic Control Devices, Gas Measurement Equipment, Gas Meters, Control Valves, Relief Valves, Regulators, Corrosion Protection Equipment, Rotating and Reciprocating Compression Equipment, Liquefied Natural Gas Operations, Underground Storage Operations, Compressor Station Operations, Pigging Operations, Damage Prevention Measures, Pipeline Right of Way Maintenance, Mobile Heavy Equipment Operation, Pipeline Welding, Structural Welding, Environmental Standards, Environmental Activities, Regulatory Compliance, API 1104 Standards, ASME Standards, AWS Standards, Associate of Applied Science Degree, Pipeline Technician Academy, Driver's License, Overtime, Overnight Stays, OnCall Schedules, Rotating Schedules, Emergency Response, Diversity and Inclusion, Equal Opportunity Employer"
59,https://uk.linkedin.com/jobs/view/occupational-health-nurse-technician-at-occupational-health-staffing-3791063837,"Occupational Health, Audiometry, Spirometry, Vision Screening, Urine Test"
60,https://uk.linkedin.com/jobs/view/senior-architectural-technician-at-ecocareers-3780868502,"Senior Architectural Technician, Vectorworks, Adobe Suite, UK construction legislation, Building Regulations, Project running, Site experience, Team management, Sustainable design, Energyconscious design, Technical qualification (HNC HND Degree), 5+ years UK experience, Excellent clientfacing skills"
61,https://www.linkedin.com/jobs/view/senior-executive-assistant-at-mission-driven-healthcare-startup-at-bloom-talent-3802551043,"Microsoft Office Suite, Slack, Google Workspace, Box, Zoom, IT, Calendar Management, Scheduling, Event planning, Board presentation, Document preparation, Stakeholder management, People management, Payroll, Project management, Teambuilding, Travel management, Time management, Vendor management, Problemsolving, Attention to detail, Communication, Teamwork, Adaptability, Troubleshooting"
62,https://www.linkedin.com/jobs/view/%E2%80%8Bassistant-general-manager-buffalo-wild-wings-beckley-at-grube-inc-3772444810,"Management experience, Teamwork, Communication, Customer service, Problemsolving, Food safety, Restaurant operations, Labor management, Inventory management, Scheduling, Food preparation, Compliance, Sanitation, Hygiene, Training, Coaching, Performance management, Motivation, Incentive programs, Contests, Promotions, Performance management, Product knowledge, Waste management, Quality control, Vendor management"
63,https://www.linkedin.com/jobs/view/administrative-officer-at-first-division-consulting-inc-3799870567,"Administrative support, Document management, Process improvement, Action tracking, SharePoint, Teams, Morning reports, Calendar management, Communications management, Organizational charts, Personnel management, Travel request management, New employee onboarding, SAAR form processing, Microsoft Office Suite, Databases, Action tracking systems, Multitasking, Prioritization, Security clearance, Medical benefits, Dental benefits, Vision benefits, Life insurance, STD benefits, LTD benefits, Holidays, PTO, 401(k) plan, Equal opportunity employer"
64,https://www.linkedin.com/jobs/view/housekeeper-part-time-flexible-daytime-hours-at-northbridge-companies-3790232511,"Housecleaning, Cleaning Protocols, Laundry, Linen Care, Trash Removal, Maintenance Reporting, ProblemSolving, DetailOriented, Teamwork, Resident Care"
65,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-universidade-de-mogi-das-cruzes-3691437993,"Cinemark Assistant Manager, Management Foundations, Annual Certifications, MAP Core, Safe Alcohol Service training, Basic food handling training, Communication skills, Interpersonal skills, Teamwork, Problemsolving, Time management, Organizational skills, Attention to detail, Conflict resolution, Physical fitness, Ability to work in a standing position for extended periods of time, Ability to carry push and pull objects, Ability to work in a noisy environment"
66,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-cinemark-3581260021,"Management Accreditation Program, Safe Alcohol Service training, Food handling training, English proficiency, Customer service, Teamwork, Leadership, Communication, Time management, Problem solving, Conflict resolution, Physical fitness, Lifting, Standing, Walking, Reaching, Noise tolerance"
67,https://www.linkedin.com/jobs/view/part-time-assistant-manager-at-universidade-de-mogi-das-cruzes-3739076125,"Customer service, Team management, Team leadership, Conflict resolution, Training and development, Communication skills, Interpersonal skills, Problemsolving skills, Decisionmaking skills, Time management skills, Organizational skills, Attention to detail, Health card, Food handlers permit, Safe Alcohol Service training, Management Accreditation Program, Management Foundations, Annual Certifications, MAP Core, Basic food handling training"
68,https://www.linkedin.com/jobs/view/research-associate-northeast-agresearch-education-center-utia-greeneville-tn-at-university-of-tennessee-3737131917,"Agronomy, Animal Science, Farm Equipment Operation and Maintenance, Flexible Work Schedule, Precision Agriculture Technologies, Research Methodology and Protocol, Data Analysis, Forage Production, Precision Agriculture Applications, Communication, Work Ethic, Farm and Research Safety, Teamwork, Lifting Heavy Objects, Outdoor Work, Tennessee Valid Driverâ€™s License, IACUC Certifications, Research Center Plot Work, Field/Controlled Environments Research, Data Interpretation, Training and Supervising Personnel, Word Processing Spreadsheets Presentation Database and Statistical Software, Resource Prioritization and Coordination, Academic Research Knowledge"
69,https://uk.linkedin.com/jobs/view/maintenance-assistant-at-omega-resource-group-limited-3784807095,"Maintenance, CNC Mills, Lathes, EDM Machines, Preventative maintenance, Minor repairs, Installation, Liaison, Health and safety compliance, Maintenance software, Building maintenance, Electrical repairs, Mechanical repairs, General building maintenance, Wiring, Mechanical principles, Electrical principles, 18th Edition (Electrical), Common tools, Health and safety practices, Problemsolving, Independent work, Teamwork"
70,https://www.linkedin.com/jobs/view/warehouse-technician-ii-or-iii-at-gwinnett-county-government-3732079399,"Inventory Management, Data Entry, MS Office Suite, Inventory Control, Warehousing, Order Processing, Shipping and Receiving, Database Management, Purchasing, Communication, Customer Service, Data Analysis, Logistics, Forklift Operation, High School Diploma or GED, Experience in Automated Warehouse or Inventory Control, Valid Driver's License"
71,https://www.linkedin.com/jobs/view/automotive-technician-experienced-auto-mechanic-at-drive-automotive-services-llc-3787902185,"Automotive repair, Mechanical repair, Analytical skills, Problemsolving skills, Ability to read service manuals, Computer diagnostic equipment, Software proficiency, Good communication skills, Organizational skills, Fastpaced environment, Attention to detail, High school diploma, Vocational/technical school program, ASE certification, Commercial driver's license, Physical strength, Safety consciousness"
72,https://www.linkedin.com/jobs/view/executive-assistant-ea-ts-sci-dodf12-at-qinetiq-us-3789912685,"Executive Assistant, DoD leadership, Microsoft Excel, Travel Regulations, Clearance Guide, Administrative Support, DoD security procedures, CONUS, OCONUS, Defense Travel System (DTS), TMT, CATMS, Sensitivity information, TS/SCI clearance"
73,https://ca.linkedin.com/jobs/view/senior-environmental-site-assessor-at-stantec-3610873110,"Environmental Management, Environmental Site Assessment, Phase I ESA, Phase II ESA, Remediation Programs, Hydrogeological Investigations, Work Program Development and Implementation, Schedules Management, Budgets Management, Client Deliverables Management, Client Management, Communication, Teamwork, Mentoring, Verbal and Written Communication, Safety Culture Promotion, HSSE Program Participation, Contaminated Site Management, Industrial Properties, Brownfield Properties, P.Geo. or P.Eng. Registration"
74,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-cinemark-3679937214,"Customer service, Communication skills, Teamwork, Leadership, Conflict resolution, Physical stamina, Organizational skills, Time management, Attention to detail, Problem solving, Training, Coaching, Written communication, Verbal communication, Interpersonal skills, Motivation, Flexibility, High energy, Accuracy, Math, Food handling, Cash handling, Management, Safety, Cleaning, Social distancing, Personal protective equipment (PPE), Shift work, Weekend availability, Holiday availability"
75,https://uk.linkedin.com/jobs/view/assistant-manager-at-wildwood-restaurants-3789333354,"Team Management, Customer Service, Restaurant Experience, Fine Dining, Marketing, Staff Training, Recruitment"
76,https://www.linkedin.com/jobs/view/dental-assistant-w-x-ray-at-prosmile-3804488598,"Dental instruments, Patient care, Recordkeeping, Appointment scheduling, Scheduling, Data entry, Patient interactions, OSHA guidelines, HIPAA guidelines, CDC guidelines, Xray License, Dental Assistant certificate, Dental Radiologic Technologist (DRT) license, Radiation Health and Safety certificate, Dentrix, Ability to learn new technologies and systems., Communication, Organization, Prioritization, Analytical, Time management, Multitasking, Ability to work in a fastpaced environment, Ability to work evenings and weekends, High School diploma or GED, 1+ years work experience as a Dental Assistant, Ability to stand walk and use hands and arms, Close vision, Ability to adjust focus, Ability to travel to healthcare practices, Ability to lift and/or move between 10 and 25 pounds"
77,https://www.linkedin.com/jobs/view/board-certified-behavior-analyst-bcba-in-home-at-bright-achievements-3787906051,"BCBA, ABLLSR, VBMAPP, Vineland, AFLS, ABA, Data management, Rethink, Interpersonal skills, Written communication, Verbal communication, Autism spectrum, RBT, Behavior assessment, Behavior intervention, Functional analysis, Skill repertoire, Cultural diversity, Special education, Psychology"
78,https://www.linkedin.com/jobs/view/hvac-service-technician-iii-at-daikin-applied-americas-3770502602,"HVAC, Refrigeration, Commercial Equipment, Intelligent Equipment, Magnetic Bearing Technology, VRF Technology, Diagnostics, Troubleshooting, Pipefitting, Brazing, Centrifugal Chillers, Screw Chillers, AirCooled Chillers, Boilers, Rooftop Units, Split Systems, Warranty Service, Customer Education, Rebuild, Retrofit, OSHA Guidelines, Safety Policies, Communication, Sales Opportunities, Mentorship, Data Entry, Email, Internet, Word Processing, Programs, Chiller Trend Data, Microsoft Office, CPR, OSHA 10 Certification, Heating, Ventilation, Air Conditioning, EPA Universal Technician Certification, First Aid"
79,https://www.linkedin.com/jobs/view/wendy-s-assistant-manager-%2455k%2B-starting-south-jersey-region-at-the-briad-group-3802526117,"Restaurant management, QSR or Fastcasual experience, Leadership, Teamwork, Interpersonal skills, Communication skills, Ability to work independently, Ability to work as a team member, Strong work ethic, Desire to learn, Collaboration, Cando attitude, Upbeat and engaging personality, Multitasking"
80,https://www.linkedin.com/jobs/view/district-manager-at-safety-kleen-3779462117,"Health and Safety, Budgeting, Business Planning, Risk Management, Data Analysis, Performance Monitoring, Leadership, Communication, Relationship Building, Problem Solving, Innovation, Sustainability, Environmental Services, Energy Services, Industrial Services, Hazardous Materials Management, Recycling, Disposal"
81,https://uk.linkedin.com/jobs/view/cleaning-supervisor-at-abm-uk-3778509613,"Communication skills, Teamwork, Cleaning methods, Knowledge of health and safety requirements, Attention to detail, Ability to work under pressure, Ability to work independently, Adaptability, Reliability, Flexibility, Physical stamina, PPE usage, Supervisory/managerial experience, Enhanced DBS check, Mental health support, Life event counseling, Get Fit Programme, Financial and legal support, Cycle to work scheme, Lifeworks employee app, Perks and discounts, Life resources, Support services"
82,https://www.linkedin.com/jobs/view/head-of-school-at-specialized-education-services-inc-3795862778,"Teaching, School Administration, Supervision, Special Education, Risk Student Populations, Pragmatic Language, MultiSensory Instruction, ResearchBased Curriculum, Student Accommodations, Safe Learning Environment, Individualized Learning Plans, Supportive School Setting, Student Strengths, Talents, Interests, Curriculum Knowledge, School District Requirements, Federal and State Educational Guidelines, Performance Reviews, Documentation and Reporting, Data Preparation, Compliance with Regulations, Professional Conduct, Continuous School Improvement, Ability to Work Independently, Ability to Work in a Team Environment, Ability to Meet Deadlines, Ability to Multitask, Ability to Travel, Ability to Communicate Effectively, Ability to Problem Solve, Ability to Use Computer Software, Ability to Use Technology"
83,https://www.linkedin.com/jobs/view/lab-technician-product-development-tech-at-amerit-consulting-3798850567,"Laboratory Technician, Product Development Technician, Regulated Environment Experience, Written Procedures Experience, Technical Tasks Completion, Technical Support, Data Manipulation, Report Preparation, Engineering Documentation, Equipment Calibration, Prototype Processes, Test Setups, Test Protocol Execution, Test Result Documentation, Hardware Debugging, High School Diploma, Proficiency in Personal Computers, Ability to Train Technicians"
84,https://ca.linkedin.com/jobs/view/assistant-e-de-direction-at-societe-generale-3783002318,"Administrative support, Proactive attitude, Excellent Communication skills, Analytical skills, Problemsolving skills, Organizational skills, Time management skills, Leadership skills, Teamwork skills, Attention to detail, Ability to work independently, Ability to work under pressure, Ability to learn quickly, Flexibility, MS Office Suite (PowerPoint Excel Word), Outlook, Teams, Zoom, French, English"
85,https://www.linkedin.com/jobs/view/oakwood-homes-service-technician-delmar-de-at-clayton-3803184765,"Maintenance, Handyman, Construction, HVAC, Roofing, Communication, Customer Service, Teamwork, High School Diploma, Driver's License, Physical Strength, Stoop, Bend, Lift, Climb, Ladder, Team Environment, Criminal Background Check, Drug Screen, 401K, Paid Parental Leave, Employee Assistance Programs, Paid Time Off, Paid Holidays, Holistic Wellness, Diversity and Inclusion"
86,https://www.linkedin.com/jobs/view/senior-belt-technician-at-applied-industrial-technologies-3691446373,"Conveyor Belt Installation, Conveyor Belt Repair, Conveyor Belt Vulcanization, Rubber Component Fabrication, Splicing Techniques, Hot and Cold Repair Methods, Crew Leadership, Training and Development, Customer Liaison, Belt Audits, Pulley Lagging, Quality Assurance, Safety Compliance, Basic Math Skills, Tape Measure Usage, High School Diploma or Equivalent, Physical Strength, Work in Tight Spaces, Work at Heights, DOT Compliance, CDL Class A License, Travel Requirements, Overtime Availability, OnCall Availability, Nightshift Work, Weekend Work, Holiday Work, Base Salary, Bonus Opportunities, Health Insurance, Vision Insurance, Dental Insurance, 401(k) with Company Match, Paid Vacation, Sick Time, Company Holidays, Tuition Reimbursement, Training and Development Program, Career Advancement Opportunities"
87,https://www.linkedin.com/jobs/view/supervising-lead-head-start-teacher-at-volunteers-of-america-colorado-3800475026,"Early Childhood Education, Teaching Strategies GOLD, CLASS, ECERSR, CACFP, CCAP, TraumaInformed Care, Creative Curriculum, Head Start Child Development and Early Learning Framework, Conscious Discipline, Motivational Interviewing, Bilingual (English and Spanish), Basic computer and tablet skills, IPad, Copier, Computer, Verbal and written communication skills, Organizational skills, Human development knowledge, Physical demands: lifting squatting bending sitting running reaching, Ability to respond quickly in emergency situations, Emotional/mental stability, Auditorily and visually supervise students"
88,https://uk.linkedin.com/jobs/view/art-teacher-fantastic-independent-school-in-barnet-january-start-at-wayman-recruitment-group-3792133752,"Teaching, Art, Classroom Management, Curriculum Development, Collaboration, Lesson Planning, Art History, Communication, Creativity, Innovation, Organization, Time Management, Passion for Art Education, QTS or Equivalent, Degree in Art or Fine Arts, Experience Teaching Art, Knowledge of Art Mediums and Techniques, Strong Interpersonal Skills"
89,https://www.linkedin.com/jobs/view/field-service-technician-northeast-region-at-mda-edge-3768028694,"Electrical knowledge, Mechanical knowledge, Ohm's Law, AC/DC currents, Troubleshooting, Maintenance, Electrical engineering, Mechanical engineering, Field service, Packaging, Robotics, Industrial machinery, Microsoft Office, Word, Excel, Database applications, ERP systems, Contact management systems, U.S. driver's license, Passport"
90,https://www.linkedin.com/jobs/view/full-time-assistant-manager-at-universidade-de-mogi-das-cruzes-3691435735,"Cinemark, Customer service, Communication (verbal and written), Conflict resolution, Teamwork, Leadership, Training, Time management, Accuracy, English proficiency, Physical strength and endurance, Ability to work in a noisy environment, Ability to work in a standing position for extended periods of time, High School or G.E.D. Diploma, Completion of Management Foundations Annual Certifications and MAP Core courses within Cinemark's Management Accreditation Program, Basic food handling training and certification, Safe Alcohol Service training program, Regular and consistent attendance, Energetic and friendly attitude, Excellent cash handling and basic math skills, Interpersonal skills, Ability to work independently and in a team environment, Ability to take and follow direction, Sense of urgency, Attention to detail, High school or G.E.D. graduate"
91,https://www.linkedin.com/jobs/view/production-technician-at-flowerhire-3620480033,"Production, Trimming, Harvesting, Packaging, Labeling, Quality Control, Sanitation, Equipment Operation, Record Keeping, DetailOriented, Multitasking, High School Diploma, Physical Activity, Good Visual Acuity, HandEye Coordination, Manual Dexterity, Safety Compliance, Medical Cannabis, Dispensary, Cultivation, Manufacturing, Pharmacy, Horticulture, Agriculture, GMP, HACCP, SOPs"
92,https://www.linkedin.com/jobs/view/engineering-test-technician-at-steris-3768717722,"Data Acquisition systems, Test execution documentation, Simulator/device setup, Software testing, Mechanical engineering, Computer engineering, Electrical engineering, Test equipment operation, Embedded software testing, Exploratory testing, AdHoc testing, Defect management tools, Working instruction documents, Procedure documents, Training material, OSHA VPP standards, Associate Degree, Technical skills, Team player, Communication skills, Problemsolving skills, Selfmotivated, Works from prints sketches written and verbal instructions, Proficient in computer use and applications"
93,https://www.linkedin.com/jobs/view/part-time-3rd-shift-grocery-stock-clerk-at-harris-teeter-3772732682,"Customer service, Food preparation, Sales, Customer relations, Interpersonal skills, Training, Teamwork, High school diploma or GED, English proficiency (reading writing speaking), Basic math skills (addition and subtraction), Problemsolving skills, Company training (new hire orientation customer service safety product knowledge), Physical demands (lifting reaching standing walking talking etc.), Work environment (wet hot cold moving mechanical parts fumes chemicals noise)"
94,https://www.linkedin.com/jobs/view/assistant-general-manager-ft-at-marquee-hospitality-3717292910,"Hotel Management, Financial Planning, Budgeting, Labor Cost Control, Team Management, Conflict Resolution, Performance Management, Staff Development, Employee Training, Data Analysis, Communication, Goal Setting, Google Drive, Microsoft Office Suite, Accounting Software, Customer Service, Hospitality Industry"
95,https://www.linkedin.com/jobs/view/rf-range-technician-ii-technician-iii-3rd-shift-at-ball-aerospace-3675152728,"RF Range Technician, Microsoft Office, Secret Security Clearance, Technical Degree, High School Diploma, Electronic Circuits, Shift Work, Troubleshooting, Data Analysis, Data Plotting, Mathematical Calculations, Team Collaboration, Electromechanical, Overhead Cranes, Equipment Maintenance, Schematic Diagrams, Preventative Maintenance, Radio Frequency Testing, Calibration, Range Configuration, Antenna Installation, Test Execution, Test Certification, Process Improvement, Reporting, Scheduling, Emergency Procedures, Safety Hazards, Data Quality, Training, Working Relationships, US Citizenship"
96,https://www.linkedin.com/jobs/view/full-time-senior-network-technician-52-week-position-at-rush-henrietta-central-school-district-3704327978,"Server Management, Network Equipment Configuration, Email Services, SQL, Active Directory, Backup, VMware ESX, SAN, Network Equipment Supervision, Installation, Repair, Replacement, Wired Network, Server, Wireless Access Network, Settings Creation, Maintenance, Documentation, Windows 10/11, Windows Server 2019/2022, Linux, VMware ESX 7.X, Cisco Routing and Switching, HP Routing and Switching, Enterprise Storage Devices, Civil Service Title: Senior Network Technician, Windows Proficiency, Linux Proficiency, VMware ESX 7.X Proficiency, Cisco/HP Routing and Switching Proficiency, Enterprise Storage Devices Knowledge, RushHenrietta Online Application Submission"
97,https://uk.linkedin.com/jobs/view/nurse-at-synergy-medical-recruitment-3689216420,"Registered General Nurse, RGN, Care Homes, Derby DE56 4BG, Right to Work in the UK, 6months experience, Mandatory training, References"
98,https://www.linkedin.com/jobs/view/assistant-project-manager-at-jobot-3803111801,"Electrical Contracting, Project Management, Quality Control, Electrical Installation, Commissioning, Documentation, Electrical Systems, Electrical Components, Electrical Construction, Electrical Engineering, Associates in Electrical Engineering/Design, Technical school certification in electronics/electrical technology/construction, Change Order Management, Material Management, RFI Management, Liaison with Outside Agencies, Vendor Management, Customer Management, General Contractor Management, Local Municipality Management, Inspector Management, Utility Company Management, Architect/Engineer Management, Electrical TakeOffs, Project Submittals, Approved Submittals, Delivery Schedule Coordination, Strong Knowledge of Electrical Systems and Components"
99,https://www.linkedin.com/jobs/view/low-voltage-technician-at-sargent-electric-company-3787743015,"Structured cabling system installation, CAT 5e 6 6a and fiber optic horizontal cabling, Copper/fiber optic distribution backbone cabling, Pathways/cable support systems, Equipment rack/cabinet, Crossconnect blocks, BICSI Installer level I Certificate, BICSI Installer level II Certificate, Industry specified manufacturers training courses, Network equipment and circuitry, Fiber Optic and Ethernet cabling"
